zs[m]              temperatures[K]   pressures[Pa]     rhos[kg/m^3]      kappas[m^2/kg]    gamma1s[1]        nablaads[1]       entropies[J/K]
2.170769387e+05   9.895242634e+03   2.437358546e+04   3.597545853e-04   7.864393667e+00   1.226085901e+00   1.514441520e-01   3.688811500e-04
2.211780095e+05   9.940258506e+03   2.478024896e+04   3.636443603e-04   8.226181473e+00   1.224247813e+00   1.498870999e-01   3.728745939e-04
2.253410979e+05   9.985085768e+03   2.519756208e+04   3.676395867e-04   8.600354320e+00   1.222487330e+00   1.483872682e-01   3.769775110e-04
2.295656966e+05   1.002972177e+04   2.562574082e+04   3.717418664e-04   8.985788077e+00   1.220798850e+00   1.469427645e-01   3.811913641e-04
2.338512862e+05   1.007416436e+04   2.606498413e+04   3.759541868e-04   9.382970929e+00   1.219179392e+00   1.455505788e-01   3.855173215e-04
2.381973247e+05   1.011841185e+04   2.651551938e+04   3.802774848e-04   9.792081419e+00   1.217628002e+00   1.442101151e-01   3.899569460e-04
2.426032434e+05   1.016246313e+04   2.697755122e+04   3.847126924e-04   1.021329158e+01   1.216143489e+00   1.429206431e-01   3.945114102e-04
2.470684452e+05   1.020631770e+04   2.745130985e+04   3.892608038e-04   1.064680826e+01   1.214725256e+00   1.416816860e-01   3.991822197e-04
2.515923079e+05   1.024997561e+04   2.793701412e+04   3.939226410e-04   1.109285902e+01   1.213374376e+00   1.404925287e-01   4.039706594e-04
2.561742018e+05   1.029343741e+04   2.843487721e+04   3.987004721e-04   1.155169787e+01   1.212088346e+00   1.393519491e-01   4.088778829e-04
2.608134943e+05   1.033670400e+04   2.894513216e+04   4.035969925e-04   1.202359735e+01   1.210863709e+00   1.382578909e-01   4.139052961e-04
2.655095385e+05   1.037977681e+04   2.946802624e+04   4.086135459e-04   1.250883948e+01   1.209700465e+00   1.372098029e-01   4.190544561e-04
2.702616484e+05   1.042265774e+04   3.000378399e+04   4.137515163e-04   1.300772529e+01   1.208598375e+00   1.362070143e-01   4.243265323e-04
2.750691324e+05   1.046534946e+04   3.055264983e+04   4.190124496e-04   1.352058022e+01   1.207556725e+00   1.352485418e-01   4.297229098e-04
2.799313721e+05   1.050785571e+04   3.111486535e+04   4.243973457e-04   1.404775578e+01   1.206573606e+00   1.343321949e-01   4.352448386e-04
2.848478331e+05   1.055017945e+04   3.169070339e+04   4.299065826e-04   1.458960957e+01   1.205637336e+00   1.334475875e-01   4.408940484e-04
2.898180263e+05   1.059232227e+04   3.228043397e+04   4.355412455e-04   1.514650602e+01   1.204743743e+00   1.325927824e-01   4.466722813e-04
2.948414689e+05   1.063428582e+04   3.288433845e+04   4.413028425e-04   1.571883158e+01   1.203890443e+00   1.317680329e-01   4.525814008e-04
2.999176756e+05   1.067607207e+04   3.350271811e+04   4.471927360e-04   1.630699586e+01   1.203074694e+00   1.309732199e-01   4.586234926e-04
3.050461579e+05   1.071768332e+04   3.413584011e+04   4.532120257e-04   1.691143247e+01   1.202294350e+00   1.302084178e-01   4.648000984e-04
3.102264333e+05   1.075912223e+04   3.478400004e+04   4.593621161e-04   1.753260860e+01   1.201547384e+00   1.294732988e-01   4.711130972e-04
3.154580434e+05   1.080039144e+04   3.544751621e+04   4.656459462e-04   1.817103847e+01   1.200833082e+00   1.287648082e-01   4.775646414e-04
3.207405458e+05   1.084149350e+04   3.612670696e+04   4.720659434e-04   1.882727996e+01   1.200151324e+00   1.280814260e-01   4.841568413e-04
3.260734959e+05   1.088243108e+04   3.682188208e+04   4.786237762e-04   1.950196326e+01   1.199502349e+00   1.274229139e-01   4.908916331e-04
3.314564427e+05   1.092320723e+04   3.753335420e+04   4.853209942e-04   2.019584821e+01   1.198886395e+00   1.267893016e-01   4.977709189e-04
3.368889265e+05   1.096382526e+04   3.826148429e+04   4.921596369e-04   2.090993136e+01   1.198302507e+00   1.261805445e-01   5.047971942e-04
3.423704824e+05   1.100428882e+04   3.900657646e+04   4.991417132e-04   2.164567249e+01   1.197748661e+00   1.255965978e-01   5.119721053e-04
3.479006541e+05   1.104460160e+04   3.976899450e+04   5.062703838e-04   2.240483708e+01   1.197223783e+00   1.250359714e-01   5.192980906e-04
3.534789953e+05   1.108476720e+04   4.054910221e+04   5.135485304e-04   2.318302154e+01   1.196726084e+00   1.244978011e-01   5.267775430e-04
3.591050578e+05   1.112478935e+04   4.134722928e+04   5.209787049e-04   2.398073724e+01   1.196255088e+00   1.239821315e-01   5.344123263e-04
3.647783796e+05   1.116467215e+04   4.216376510e+04   5.285637341e-04   2.480013275e+01   1.195809603e+00   1.234890148e-01   5.422050179e-04
3.704984829e+05   1.120441996e+04   4.299904788e+04   5.363060677e-04   2.564317262e+01   1.195390821e+00   1.230187193e-01   5.501574251e-04
3.762648694e+05   1.124403748e+04   4.385348973e+04   5.442090763e-04   2.651288704e+01   1.194999337e+00   1.225713417e-01   5.582722458e-04
3.820770269e+05   1.128352954e+04   4.472746582e+04   5.522764202e-04   2.741274455e+01   1.194635510e+00   1.221463680e-01   5.665516035e-04
3.879344868e+05   1.132290133e+04   4.562135416e+04   5.605127000e-04   2.834082373e+01   1.194299817e+00   1.217430159e-01   5.749975588e-04
3.938368641e+05   1.136215817e+04   4.653557824e+04   5.689189789e-04   2.929631017e+01   1.193988681e+00   1.213592812e-01   5.836126826e-04
3.997838561e+05   1.140130423e+04   4.747058142e+04   5.774906568e-04   3.027884849e+01   1.193693876e+00   1.209889054e-01   5.923998210e-04
4.057752058e+05   1.144034257e+04   4.842680141e+04   5.862297594e-04   3.128831138e+01   1.193414211e+00   1.206317693e-01   6.013617648e-04
4.118106536e+05   1.147927634e+04   4.940468443e+04   5.951388969e-04   3.232463262e+01   1.193149686e+00   1.202878878e-01   6.105013332e-04
4.178899524e+05   1.151810879e+04   5.040467954e+04   6.042200050e-04   3.338772811e+01   1.192900538e+00   1.199570075e-01   6.198213085e-04
4.240128799e+05   1.155684298e+04   5.142728696e+04   6.134772015e-04   3.447747058e+01   1.192666650e+00   1.196370199e-01   6.293251172e-04
4.301792199e+05   1.159548170e+04   5.247295007e+04   6.229131491e-04   3.559358688e+01   1.192447305e+00   1.193278432e-01   6.390154180e-04
4.363887503e+05   1.163402787e+04   5.354220320e+04   6.325313180e-04   3.673561049e+01   1.192242146e+00   1.190297976e-01   6.488959390e-04
4.426412418e+05   1.167248457e+04   5.463551815e+04   6.423345380e-04   3.790272573e+01   1.192050219e+00   1.187432036e-01   6.589695137e-04
4.489364562e+05   1.171085510e+04   5.575341788e+04   6.523263928e-04   3.909352316e+01   1.191871166e+00   1.184684932e-01   6.692395195e-04
4.552741461e+05   1.174914295e+04   5.689641966e+04   6.625100843e-04   4.030544286e+01   1.191703558e+00   1.182061508e-01   6.797091542e-04
4.616540741e+05   1.178735163e+04   5.806504646e+04   6.728894688e-04   4.153351919e+01   1.191546559e+00   1.179552674e-01   6.903815963e-04
4.680760069e+05   1.182548446e+04   5.925986102e+04   6.834691652e-04   4.276921259e+01   1.191400409e+00   1.177151576e-01   7.012604485e-04
4.745396890e+05   1.186354478e+04   6.048142609e+04   6.942540455e-04   4.403698354e+01   1.191267848e+00   1.174867600e-01   7.123492155e-04
4.810448389e+05   1.190153631e+04   6.173027032e+04   7.052485694e-04   4.534187735e+01   1.191149712e+00   1.172708645e-01   7.236508456e-04
4.875911469e+05   1.193946308e+04   6.300696214e+04   7.164578236e-04   4.667703874e+01   1.191047072e+00   1.170683801e-01   7.351686495e-04
4.941782675e+05   1.197732948e+04   6.431211546e+04   7.278875338e-04   4.803661890e+01   1.190962315e+00   1.168801337e-01   7.469063510e-04
5.008058413e+05   1.201514028e+04   6.564628166e+04   7.395435453e-04   4.941527059e+01   1.190896273e+00   1.167067587e-01   7.588667579e-04
5.074735628e+05   1.205290049e+04   6.701010307e+04   7.514329239e-04   5.081700222e+01   1.190847397e+00   1.165465042e-01   7.710536551e-04
5.141812405e+05   1.209061420e+04   6.840421065e+04   7.635487307e-04   5.224333804e+01   1.190808773e+00   1.163943484e-01   7.834707333e-04
5.209287831e+05   1.212828403e+04   6.982925811e+04   7.758870335e-04   5.369416855e+01   1.190775871e+00   1.162470579e-01   7.961220455e-04
5.277161265e+05   1.216591206e+04   7.128596167e+04   7.884526455e-04   5.516954781e+01   1.190747976e+00   1.161047965e-01   8.090123542e-04
5.345432007e+05   1.220350044e+04   7.277494092e+04   8.012486143e-04   5.666954347e+01   1.190726519e+00   1.159678772e-01   8.221451496e-04
5.414099318e+05   1.224105143e+04   7.429694620e+04   8.142800017e-04   5.819428455e+01   1.190710902e+00   1.158365905e-01   8.355253667e-04
5.483162394e+05   1.227856742e+04   7.585266530e+04   8.275507887e-04   5.974390962e+01   1.190701962e+00   1.157112047e-01   8.491570661e-04
5.552620382e+05   1.231605092e+04   7.744284858e+04   8.410651010e-04   6.131858129e+01   1.190699697e+00   1.155920178e-01   8.630449228e-04
5.622472335e+05   1.235350451e+04   7.906822930e+04   8.548281510e-04   6.291850026e+01   1.190704584e+00   1.154793575e-01   8.771932827e-04
5.692717204e+05   1.239093095e+04   8.072955211e+04   8.688448126e-04   6.454388394e+01   1.190716743e+00   1.153735518e-01   8.916064848e-04
5.763353821e+05   1.242833310e+04   8.242759009e+04   8.831206445e-04   6.619498392e+01   1.190736532e+00   1.152750030e-01   9.062890659e-04
5.834380841e+05   1.246571396e+04   8.416314472e+04   8.976610976e-04   6.787207444e+01   1.190764308e+00   1.151840463e-01   9.212457479e-04
5.905796807e+05   1.250307671e+04   8.593697203e+04   9.124723944e-04   6.957547137e+01   1.190800190e+00   1.151011139e-01   9.364805713e-04
5.977600338e+05   1.254042441e+04   8.774997582e+04   9.275604034e-04   7.130550536e+01   1.190843105e+00   1.150249168e-01   9.519991700e-04
6.049790050e+05   1.257775971e+04   8.960292917e+04   9.429320848e-04   7.306253757e+01   1.190893173e+00   1.149547175e-01   9.678055913e-04
6.122364282e+05   1.261508527e+04   9.149667903e+04   9.585956493e-04   7.484698445e+01   1.190950871e+00   1.148914397e-01   9.839046089e-04
6.195320889e+05   1.265240404e+04   9.343210081e+04   9.745611064e-04   7.665934605e+01   1.191018462e+00   1.148361489e-01   1.000301204e-03
6.268657487e+05   1.268971940e+04   9.541010968e+04   9.908381131e-04   7.850018413e+01   1.191096902e+00   1.147896871e-01   1.017000640e-03
6.342371960e+05   1.272703522e+04   9.743160945e+04   1.007434761e-03   8.037011518e+01   1.191187501e+00   1.147523373e-01   1.034007824e-03
6.416463302e+05   1.276435462e+04   9.949751529e+04   1.024332865e-03   8.226932635e+01   1.191282392e+00   1.147186905e-01   1.051327759e-03
6.490931595e+05   1.280167951e+04   1.016088618e+05   1.041532662e-03   8.419835732e+01   1.191379786e+00   1.146878749e-01   1.068966835e-03
6.565777047e+05   1.283901168e+04   1.037666038e+05   1.059039459e-03   8.615793780e+01   1.191480875e+00   1.146600619e-01   1.086930417e-03
6.640999827e+05   1.287635300e+04   1.059717192e+05   1.076858579e-03   8.814894017e+01   1.191585660e+00   1.146355271e-01   1.105223977e-03
6.716600053e+05   1.291370545e+04   1.082252538e+05   1.094996005e-03   9.017243361e+01   1.191695213e+00   1.146147028e-01   1.123853576e-03
6.792577740e+05   1.295107110e+04   1.105282649e+05   1.113457732e-03   9.222972915e+01   1.191809654e+00   1.145977899e-01   1.142825231e-03
6.868932784e+05   1.298845214e+04   1.128818099e+05   1.132250567e-03   9.432247736e+01   1.191928387e+00   1.145851985e-01   1.162144783e-03
6.945665166e+05   1.302585082e+04   1.152869800e+05   1.151379973e-03   9.645274038e+01   1.192051053e+00   1.145766973e-01   1.181818274e-03
7.022775094e+05   1.306326904e+04   1.177449008e+05   1.170851400e-03   9.862316540e+01   1.192176700e+00   1.145704687e-01   1.201852023e-03
7.100262687e+05   1.310070842e+04   1.202567205e+05   1.190673547e-03   1.008334812e+02   1.192304611e+00   1.145671159e-01   1.222252482e-03
7.178127761e+05   1.313817077e+04   1.228235533e+05   1.210855293e-03   1.030742983e+02   1.192436337e+00   1.145673767e-01   1.243025535e-03
7.256369819e+05   1.317565811e+04   1.254466042e+05   1.231406992e-03   1.053462240e+02   1.192571640e+00   1.145719960e-01   1.264177846e-03
7.334987984e+05   1.321317272e+04   1.281271238e+05   1.252340254e-03   1.076505982e+02   1.192711949e+00   1.145817265e-01   1.285716350e-03
7.413980934e+05   1.325071709e+04   1.308663172e+05   1.273666581e-03   1.099886261e+02   1.192858219e+00   1.145973578e-01   1.307647348e-03
7.493346888e+05   1.328829391e+04   1.336654122e+05   1.295399327e-03   1.123614616e+02   1.193011165e+00   1.146194786e-01   1.329977199e-03
7.573083690e+05   1.332590621e+04   1.365257049e+05   1.317553368e-03   1.147702352e+02   1.193173289e+00   1.146490052e-01   1.352712731e-03
7.653189197e+05   1.336355744e+04   1.394484570e+05   1.340141720e-03   1.172160114e+02   1.193345189e+00   1.146863177e-01   1.375860127e-03
7.733662438e+05   1.340125051e+04   1.424350899e+05   1.363139232e-03   1.196989759e+02   1.193520188e+00   1.147273183e-01   1.399427165e-03
7.814503855e+05   1.343898733e+04   1.454869448e+05   1.386539253e-03   1.222196080e+02   1.193695903e+00   1.147706285e-01   1.423420785e-03
7.895714237e+05   1.347676954e+04   1.486054543e+05   1.410348558e-03   1.247786310e+02   1.193873167e+00   1.148165464e-01   1.447848752e-03
7.977294446e+05   1.351459888e+04   1.517920055e+05   1.434574363e-03   1.273767592e+02   1.194051027e+00   1.148647964e-01   1.472718138e-03
8.059245625e+05   1.355247685e+04   1.550481898e+05   1.459219918e-03   1.300145854e+02   1.194228411e+00   1.149140000e-01   1.498037998e-03
8.141569112e+05   1.359040457e+04   1.583753260e+05   1.484291223e-03   1.326927215e+02   1.194404364e+00   1.149639711e-01   1.523814434e-03
8.224266081e+05   1.362838324e+04   1.617751423e+05   1.509800667e-03   1.354118997e+02   1.194581032e+00   1.150152683e-01   1.550057581e-03
8.307337461e+05   1.366641417e+04   1.652491164e+05   1.535757119e-03   1.381727604e+02   1.194758654e+00   1.150681898e-01   1.576774740e-03
8.390783933e+05   1.370449883e+04   1.687989425e+05   1.562173301e-03   1.409760093e+02   1.194939017e+00   1.151233688e-01   1.603975194e-03
8.474605888e+05   1.374263883e+04   1.724260869e+05   1.589060004e-03   1.438222824e+02   1.195122600e+00   1.151812598e-01   1.631665638e-03
8.558803386e+05   1.378083596e+04   1.761323347e+05   1.616431615e-03   1.467122607e+02   1.195310831e+00   1.152424961e-01   1.659855763e-03
8.643376115e+05   1.381909218e+04   1.799193342e+05   1.644301999e-03   1.496465634e+02   1.195504665e+00   1.153075397e-01   1.688553585e-03
8.728323381e+05   1.385740964e+04   1.837888590e+05   1.672686747e-03   1.526257755e+02   1.195704937e+00   1.153769195e-01   1.717768164e-03
8.813644024e+05   1.389579060e+04   1.877426143e+05   1.701602845e-03   1.556504064e+02   1.195913315e+00   1.154512987e-01   1.747507672e-03
8.899336353e+05   1.393423755e+04   1.917824193e+05   1.731069441e-03   1.587208639e+02   1.196130037e+00   1.155311018e-01   1.777781132e-03
8.985398298e+05   1.397275320e+04   1.959100246e+05   1.761106140e-03   1.618373460e+02   1.196356535e+00   1.156170145e-01   1.808596569e-03
9.071827868e+05   1.401134057e+04   2.001273515e+05   1.791728031e-03   1.650006525e+02   1.196592808e+00   1.157090589e-01   1.839963370e-03
9.158624833e+05   1.405000187e+04   2.044364237e+05   1.822884665e-03   1.682252022e+02   1.196829677e+00   1.158019528e-01   1.871891883e-03
9.245790906e+05   1.408873814e+04   2.088391057e+05   1.854569407e-03   1.715147037e+02   1.197065234e+00   1.158945486e-01   1.904390943e-03
9.333328078e+05   1.412755025e+04   2.133376029e+05   1.886793574e-03   1.748674636e+02   1.197300673e+00   1.159874126e-01   1.937472551e-03
9.421238172e+05   1.416643914e+04   2.179337116e+05   1.919568225e-03   1.782819040e+02   1.197535634e+00   1.160806492e-01   1.971144407e-03
9.509522840e+05   1.420540592e+04   2.226297738e+05   1.952904676e-03   1.817564204e+02   1.197772264e+00   1.161749586e-01   2.005419261e-03
9.598183559e+05   1.424445180e+04   2.274278586e+05   1.986816141e-03   1.852892667e+02   1.198010445e+00   1.162705272e-01   2.040306883e-03
9.687221562e+05   1.428357810e+04   2.323301032e+05   2.021316357e-03   1.888783535e+02   1.198251247e+00   1.163678616e-01   2.075817408e-03
9.776637857e+05   1.432278631e+04   2.373388270e+05   2.056418716e-03   1.925210205e+02   1.198495030e+00   1.164674461e-01   2.111962412e-03
9.866433165e+05   1.436207801e+04   2.424563036e+05   2.092139711e-03   1.962138490e+02   1.198742628e+00   1.165696830e-01   2.148752685e-03
9.956607876e+05   1.440145494e+04   2.476848067e+05   2.128495783e-03   1.999522197e+02   1.198994398e+00   1.166749671e-01   2.186198673e-03
1.004716208e+06   1.444091903e+04   2.530267466e+05   2.165505185e-03   2.037298229e+02   1.199250221e+00   1.167836785e-01   2.224311803e-03
1.013809548e+06   1.448047227e+04   2.584844196e+05   2.203187016e-03   2.075378334e+02   1.199511528e+00   1.168965921e-01   2.263102052e-03
1.022940743e+06   1.452011677e+04   2.640605317e+05   2.241562580e-03   2.113640641e+02   1.199777246e+00   1.170134470e-01   2.302583027e-03
1.032109724e+06   1.455985455e+04   2.697573336e+05   2.280642984e-03   2.152473890e+02   1.200046778e+00   1.171335056e-01   2.342763777e-03
1.041316401e+06   1.459968741e+04   2.755774631e+05   2.320453394e-03   2.192187598e+02   1.200318336e+00   1.172565669e-01   2.383656779e-03
1.050560641e+06   1.463961738e+04   2.815236030e+05   2.361023942e-03   2.232743084e+02   1.200595140e+00   1.173833683e-01   2.425274518e-03
1.059842336e+06   1.467964646e+04   2.875985274e+05   2.402354663e-03   2.274111391e+02   1.200874567e+00   1.175128892e-01   2.467629998e-03
1.069161551e+06   1.471977610e+04   2.938048738e+05   2.444384697e-03   2.316258011e+02   1.201153278e+00   1.176429167e-01   2.510734800e-03
1.078518496e+06   1.476000738e+04   3.001454616e+05   2.487124367e-03   2.359173618e+02   1.201431513e+00   1.177734882e-01   2.554602008e-03
1.087913374e+06   1.480034137e+04   3.066232239e+05   2.530587454e-03   2.402855006e+02   1.201709390e+00   1.179050133e-01   2.599245419e-03
1.097346372e+06   1.484077926e+04   3.132410939e+05   2.574789126e-03   2.447303154e+02   1.201987743e+00   1.180377975e-01   2.644678439e-03
1.106817659e+06   1.488132237e+04   3.200020501e+05   2.619745419e-03   2.492522110e+02   1.202266574e+00   1.181720570e-01   2.690914485e-03
1.116327387e+06   1.492197212e+04   3.269092076e+05   2.665473340e-03   2.538518326e+02   1.202548385e+00   1.183083206e-01   2.737967822e-03
